Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,price_ratio,adjusted_price,demand_ratio,demand_factor,time_factor,engine_price,static_revenue,dynamic_revenue,revenue_lift_pct
40,29,2,1,72,4.3,0,0,147,624.9860100296204,0.8166666666666667,624.9860100296204,1.3793098692034933,1.0,0.9,562.4874090266584,624.9860100296204,562.4874090266584,-9.999999999999995
76,40,1,2,77,4.17,2,0,28,96.03520851587072,0.1555555555555555,96.03520851587072,1.8999995250001187,1.0,0.9,86.43168766428366,96.03520851587072,86.43168766428366,-9.999999999999991
41,26,2,1,96,3.91,3,0,169,637.7593915947267,0.9388888888888888,637.7593915947267,1.5769224704144345,1.0,0.9,573.9834524352541,637.7593915947267,573.9834524352541,-9.999999999999991
83,14,2,1,80,4.77,3,1,64,295.5887110300315,0.3555555555555555,295.5887110300315,5.928567193880576,1.3,0.9,345.8387919051369,295.5887110300315,345.8387919051369,17.000000000000004
44,17,0,1,15,4.0,1,0,98,353.33854512223814,0.5444444444444444,353.33854512223814,2.588233771627193,1.15,0.9,365.70539420151647,353.33854512223814,365.70539420151647,3.499999999999997
91,73,2,0,61,4.39,3,0,15,62.25429041832141,0.0833333333333333,62.25429041832141,1.2465751717020312,1.0,0.9,56.02886137648927,62.25429041832141,56.02886137648927,-10.000000000000004
54,16,1,1,8,4.5,0,1,67,266.0685899337195,0.3722222222222222,266.0685899337195,3.3749978906263185,1.3,0.9,311.30025022245184,266.0685899337195,311.30025022245184,17.0
59,37,0,2,86,4.67,3,1,95,340.1282671016029,0.5277777777777778,340.1282671016029,1.5945941636231988,1.0,0.9,306.11544039144263,340.1282671016029,306.11544039144263,-9.99999999999999
72,43,1,0,28,4.87,0,0,132,443.258155352454,0.7333333333333333,443.258155352454,1.6744182152515776,1.0,0.9,398.93233981720863,443.258155352454,398.93233981720863,-10.0
47,9,0,0,49,4.44,1,0,96,265.05527443495566,0.5333333333333333,265.05527443495566,5.222216419759534,1.3,0.9,310.11467108889815,265.05527443495566,310.11467108889815,17.00000000000001
32,22,0,2,49,4.65,3,0,60,221.4343854791753,0.3333333333333333,221.4343854791753,1.4545447933887303,1.0,0.9,199.29094693125776,221.4343854791753,199.29094693125776,-10.0
45,13,0,1,96,4.84,3,0,112,393.2308288248255,0.6222222222222222,393.2308288248255,3.4615357988186166,1.3,0.9,460.08006972504586,393.2308288248255,460.08006972504586,17.000000000000007
72,45,2,2,82,4.42,3,1,40,151.58040412487964,0.2222222222222222,151.58040412487964,1.5999996444445233,1.0,0.9,136.42236371239167,151.58040412487964,136.42236371239167,-10.0
56,15,2,0,34,4.72,3,1,78,313.9950046053331,0.4333333333333333,313.9950046053331,3.7333308444461037,1.3,0.9,367.3741553882398,313.9950046053331,367.3741553882398,17.00000000000001
42,22,0,2,67,3.81,0,1,82,366.1515260551269,0.4555555555555555,366.1515260551269,1.9090900413227085,1.0,0.9,329.53637344961425,366.1515260551269,329.53637344961425,-9.999999999999993
52,14,1,2,87,3.54,0,1,98,425.97356882411634,0.5444444444444444,425.97356882411634,3.714283061226385,1.3,0.9,498.38907552421614,425.97356882411634,498.38907552421614,17.000000000000004
81,23,2,0,39,4.3,1,0,143,359.0531279855558,0.7944444444444444,359.0531279855558,3.5217375992445223,1.3,0.9,420.0921597431003,359.0531279855558,420.0921597431003,16.999999999999996
77,25,0,1,70,4.27,0,1,52,260.34417984860374,0.2888888888888888,260.34417984860374,3.0799987680004928,1.3,0.9,304.6026904228664,260.34417984860374,304.6026904228664,17.0
27,6,2,0,2,4.42,3,0,86,320.30170917475425,0.4777777777777778,320.30170917475425,4.4999925000125005,1.3,0.9,374.7529997344625,320.30170917475425,374.7529997344625,17.000000000000007
74,34,0,1,18,4.66,2,1,140,454.49212153190336,0.7777777777777778,454.49212153190336,2.1764699480970737,1.15,0.9,470.39934578552,454.49212153190336,470.39934578552,3.5000000000000004
92,69,2,2,88,4.69,0,0,18,45.11502370436019,0.1,45.11502370436019,1.3333331400966464,1.0,0.9,40.60352133392417,45.11502370436019,40.60352133392417,-10.000000000000002
77,34,0,0,33,4.13,3,1,48,223.6621142931812,0.2666666666666666,223.6621142931812,2.2647052162631716,1.15,0.9,231.49028829344252,223.6621142931812,231.49028829344252,3.4999999999999933
66,6,0,1,23,4.2,1,0,45,173.1577542620492,0.25,173.1577542620492,10.999981666697224,1.3,0.9,202.59457248659757,173.1577542620492,202.59457248659757,17.000000000000007
77,39,2,1,23,4.29,2,0,167,592.240499627505,0.9277777777777778,592.240499627505,1.9743584681132131,1.0,0.9,533.0164496647545,592.240499627505,533.0164496647545,-9.999999999999988
35,16,2,1,31,4.75,0,1,113,379.3078104185831,0.6277777777777778,379.3078104185831,2.1874986328133543,1.15,0.9,392.58358378323345,379.3078104185831,392.58358378323345,3.499999999999992
48,38,0,0,40,3.7,1,1,80,360.7111703191874,0.4444444444444444,360.7111703191874,1.263157562326957,1.0,0.9,324.64005328726864,360.7111703191874,324.64005328726864,-9.999999999999998
61,18,0,0,84,3.93,1,1,58,203.49261837786293,0.3222222222222222,203.49261837786293,3.3888870061738854,1.3,0.9,238.0863635020996,203.49261837786293,238.0863635020996,16.99999999999999
71,21,1,2,82,4.88,0,1,126,553.5451307734787,0.7,553.5451307734787,3.3809507709758235,1.3,0.9,647.6478030049702,553.5451307734787,647.6478030049702,17.000000000000025
95,7,0,0,40,4.68,1,0,95,283.46644254307614,0.5277777777777778,283.46644254307614,13.571409183701167,1.3,0.9,331.6557377753991,283.46644254307614,331.6557377753991,16.999999999999996
76,44,1,0,20,3.56,0,1,105,435.14534513079855,0.5833333333333334,435.14534513079855,1.727272334710833,1.0,0.9,391.6308106177187,435.14534513079855,391.6308106177187,-10.000000000000002
32,13,1,1,21,4.64,0,0,156,685.7681264991488,0.8666666666666667,685.7681264991488,2.461536568048794,1.15,0.9,709.770010926619,685.7681264991488,709.770010926619,3.4999999999999907
49,30,0,2,57,4.83,1,0,154,630.8608868741742,0.8555555555555555,630.8608868741742,1.6333327888890703,1.0,0.9,567.7747981867568,630.8608868741742,567.7747981867568,-9.999999999999993
38,17,2,2,92,4.41,0,1,138,546.1568747653598,0.7666666666666667,546.1568747653598,2.2352928027689396,1.15,0.9,565.2723653821474,546.1568747653598,565.2723653821474,3.500000000000003
92,35,1,1,46,4.72,2,0,45,115.35700254441711,0.25,115.35700254441711,2.628570677551235,1.15,0.9,119.39449763347172,115.35700254441711,119.39449763347172,3.500000000000002
40,29,1,2,26,4.26,3,0,152,404.0498951423794,0.8444444444444444,404.0498951423794,1.3793098692034933,1.0,0.9,363.6449056281415,404.0498951423794,363.6449056281415,-9.999999999999993
55,42,1,2,24,4.49,0,0,45,156.03832988580584,0.25,156.03832988580584,1.3095234977325005,1.0,0.9,140.43449689722524,156.03832988580584,140.43449689722524,-10.000000000000005
58,34,0,0,19,4.55,2,1,131,501.26295506529306,0.7277777777777777,501.26295506529306,1.7058818512112202,1.0,0.9,451.13665955876377,501.26295506529306,451.13665955876377,-9.999999999999996
34,5,2,1,26,4.85,1,1,152,562.4369764527329,0.8444444444444444,562.4369764527329,6.7999864000272,1.3,0.9,658.0512624496976,562.4369764527329,658.0512624496976,17.00000000000001
70,47,1,2,3,3.66,2,1,53,216.8024750869831,0.2944444444444444,216.8024750869831,1.4893613852422583,1.0,0.9,195.1222275782848,216.8024750869831,195.1222275782848,-9.999999999999996
51,24,0,0,25,4.68,0,1,16,120.09069016935676,0.0888888888888888,120.09069016935676,2.1249991145837024,1.15,0.9,124.29386432528423,120.09069016935676,124.29386432528423,3.4999999999999867
88,56,0,1,11,4.36,0,0,60,221.1576532597614,0.3333333333333333,221.1576532597614,1.5714282908163766,1.0,0.9,199.04188793378526,221.1576532597614,199.04188793378526,-9.999999999999995
25,8,1,2,83,3.53,1,0,121,492.7012709061221,0.6722222222222223,492.7012709061221,3.124996093754883,1.3,0.9,576.4604869601628,492.7012709061221,576.4604869601628,16.999999999999996
34,19,0,1,51,4.2,3,1,166,754.2344800100251,0.9222222222222224,754.2344800100251,1.7894727423827672,1.0,0.9,678.8110320090226,754.2344800100251,678.8110320090226,-10.0
40,15,2,1,90,3.62,3,1,42,211.52772882563164,0.2333333333333333,211.52772882563164,2.6666648888900744,1.15,0.9,218.93119933452874,211.52772882563164,218.93119933452874,3.499999999999997
26,7,1,0,58,4.91,0,0,161,460.75927538572495,0.8944444444444445,460.75927538572495,3.7142804081708456,1.3,0.9,539.0883522012982,460.75927538572495,539.0883522012982,17.000000000000007
81,42,1,1,88,4.14,0,0,47,164.10747354764283,0.2611111111111111,164.10747354764283,1.9285709693878643,1.0,0.9,147.69672619287854,164.10747354764283,147.69672619287854,-10.0
80,56,1,0,63,4.57,3,1,43,213.6962129956236,0.2388888888888889,213.6962129956236,1.4285711734694333,1.0,0.9,192.32659169606123,213.6962129956236,192.32659169606123,-10.000000000000004
64,19,0,0,86,4.68,3,1,171,732.9893961300692,0.95,732.9893961300692,3.3684192797793266,1.3,0.9,857.597593472181,732.9893961300692,857.597593472181,17.000000000000004
45,18,0,0,68,4.07,2,0,136,350.6012026111729,0.7555555555555555,350.6012026111729,2.4999986111118826,1.15,0.9,362.87224470256393,350.6012026111729,362.87224470256393,3.5000000000000004
84,49,2,1,32,4.25,3,1,53,192.8798062051633,0.2944444444444444,192.8798062051633,1.714285364431558,1.0,0.9,173.59182558464698,192.8798062051633,173.59182558464698,-9.999999999999995
34,16,2,2,47,4.12,1,0,93,294.11580585015537,0.5166666666666667,294.11580585015537,2.1249986718758302,1.15,0.9,304.4098590549108,294.11580585015537,304.4098590549108,3.499999999999992
67,32,1,1,40,4.47,0,1,13,82.52418774801069,0.0722222222222222,82.52418774801069,2.0937493457033294,1.15,0.9,85.41253431919105,82.52418774801069,85.41253431919105,3.499999999999987
93,23,1,2,34,4.23,1,1,125,386.169069413996,0.6944444444444444,386.169069413996,4.043476502836303,1.3,0.9,451.81781121437535,386.169069413996,451.81781121437535,17.00000000000001
100,51,2,2,56,3.58,3,0,89,310.9003272621974,0.4944444444444444,310.9003272621974,1.960783929258053,1.0,0.9,279.8102945359777,310.9003272621974,279.8102945359777,-9.99999999999999
35,22,1,0,15,4.23,2,1,120,373.96284065200393,0.6666666666666666,373.96284065200393,1.5909083677689237,1.0,0.9,336.56655658680353,373.96284065200393,336.56655658680353,-10.000000000000004
36,13,0,2,31,4.71,3,0,71,221.5511001313172,0.3944444444444444,221.5511001313172,2.769228639054893,1.15,0.9,229.3053886359133,221.5511001313172,229.3053886359133,3.499999999999988
28,18,1,1,100,3.7,0,0,127,531.1127009643968,0.7055555555555556,531.1127009643968,1.5555546913585048,1.0,0.9,478.00143086795714,531.1127009643968,478.00143086795714,-10.0
21,9,2,0,10,3.88,2,1,108,324.9426389036563,0.6,324.9426389036563,2.3333307407436217,1.15,0.9,336.31563126528425,324.9426389036563,336.31563126528425,3.4999999999999942
26,15,2,1,35,5.0,2,1,161,493.4068923175674,0.8944444444444445,493.4068923175674,1.7333321777785482,1.0,0.9,444.0662030858106,493.4068923175674,444.0662030858106,-10.000000000000004
97,21,1,1,59,3.87,1,1,174,778.6333560141928,0.9666666666666668,778.6333560141928,4.619045419502181,1.3,0.9,911.0010265366057,778.6333560141928,911.0010265366057,17.000000000000007
26,15,2,2,10,3.71,2,1,171,720.1572085631501,0.95,720.1572085631501,1.7333321777785482,1.0,0.9,648.1414877068352,720.1572085631501,648.1414877068352,-9.999999999999991
91,56,2,0,17,4.66,3,0,10,38.23523523879646,0.0555555555555555,38.23523523879646,1.6249997098214803,1.0,0.9,34.41171171491682,38.23523523879646,34.41171171491682,-9.999999999999993
65,48,0,2,12,4.37,0,1,140,573.5891064527985,0.7777777777777778,573.5891064527985,1.3541663845486698,1.0,0.9,516.2301958075187,573.5891064527985,516.2301958075187,-9.999999999999993
88,28,2,0,22,4.99,3,1,154,682.016246966075,0.8555555555555555,682.016246966075,3.1428560204085643,1.3,0.9,797.9590089503077,682.016246966075,797.9590089503077,17.000000000000007
82,13,1,0,32,3.58,3,0,148,516.4367273015673,0.8222222222222222,516.4367273015673,6.307687455625034,1.3,0.9,604.2309709428338,516.4367273015673,604.2309709428338,17.000000000000004
65,40,2,2,48,3.59,1,0,121,492.5196024192815,0.6722222222222223,492.5196024192815,1.6249995937501014,1.0,0.9,443.26764217735337,492.5196024192815,443.26764217735337,-10.0
41,6,2,2,56,4.32,3,0,11,49.234784001519046,0.0611111111111111,49.234784001519046,6.833321944463426,1.3,0.9,57.60469728177729,49.234784001519046,57.60469728177729,17.000000000000014
85,36,0,2,64,4.32,1,0,152,506.6928860981053,0.8444444444444444,506.6928860981053,2.3611104552470956,1.15,0.9,524.427137111539,506.6928860981053,524.427137111539,3.4999999999999956
35,13,0,2,80,3.8,0,0,93,304.3133394836575,0.5166666666666667,304.3133394836575,2.6923056213033685,1.15,0.9,314.9643063655855,304.3133394836575,314.9643063655855,3.5000000000000004
83,29,2,2,78,4.42,0,1,23,111.179341237614,0.1277777777777777,111.179341237614,2.8620679785972487,1.15,0.9,115.07061818093048,111.179341237614,115.07061818093048,3.4999999999999947
91,31,2,1,12,4.39,3,0,39,163.21458328772866,0.2166666666666666,163.21458328772866,2.9354829240377667,1.15,0.9,168.92709370279914,163.21458328772866,168.92709370279914,3.499999999999988
44,28,0,1,31,4.92,3,1,132,402.856989480614,0.7333333333333333,402.856989480614,1.5714280102042821,1.0,0.9,362.5712905325526,402.856989480614,362.5712905325526,-10.0
96,12,1,0,15,4.97,3,0,90,289.2351908680133,0.5,289.2351908680133,7.999993333338889,1.3,0.9,338.4051733155756,289.2351908680133,338.4051733155756,17.00000000000001
77,46,1,1,97,4.2,0,1,25,150.53929481479082,0.1388888888888889,150.53929481479082,1.6739126795841999,1.0,0.9,135.48536533331173,150.53929481479082,135.48536533331173,-10.000000000000004
91,80,0,0,74,4.74,3,0,46,194.93555934032696,0.2555555555555555,194.93555934032696,1.1374998578125177,1.0,0.9,175.44200340629428,194.93555934032696,175.44200340629428,-9.999999999999993
93,42,0,2,75,4.66,2,0,160,674.6485035775572,0.8888888888888888,674.6485035775572,2.2142851870749554,1.15,0.9,698.2612012027716,674.6485035775572,698.2612012027716,3.4999999999999885
41,9,0,2,73,3.51,2,0,150,551.5572340398235,0.8333333333333334,551.5572340398235,4.555550493832785,1.3,0.9,645.3219638265934,551.5572340398235,645.3219638265934,17.0
61,44,1,1,69,4.54,0,0,52,132.2147645898824,0.2888888888888888,132.2147645898824,1.3863633212810633,1.0,0.9,118.99328813089417,132.2147645898824,118.99328813089417,-9.999999999999996
83,10,2,0,28,3.91,0,0,23,70.11182411078714,0.1277777777777777,70.11182411078714,8.2999917000083,1.3,0.9,82.03083420962096,70.11182411078714,82.03083420962096,17.00000000000001
59,22,0,1,79,4.38,2,1,93,346.2847096470098,0.5166666666666667,346.2847096470098,2.6818169628104713,1.15,0.9,358.40467448465506,346.2847096470098,358.40467448465506,3.499999999999983
42,31,1,0,62,4.95,3,1,13,102.04473025177862,0.0722222222222222,102.04473025177862,1.3548382726328152,1.0,0.9,91.84025722660076,102.04473025177862,91.84025722660076,-10.0
