Number_of_Riders,Number_of_Drivers,Number_of_Past_Rides,Average_Ratings,Expected_Ride_Duration,Historical_Cost_of_Ride,Location_Category_Suburban,Location_Category_Urban,Customer_Loyalty_Status_Regular,Customer_Loyalty_Status_Silver,Time_of_Booking_Evening,Time_of_Booking_Morning,Time_of_Booking_Night,Vehicle_Type_Premium,Demand_Ratio,Baseline_Price,Baseline_Revenue,Revenue_Lift
73,33,60,3.88,161,514.8771742414517,True,False,False,True,False,False,True,True,2.1470588235294117,398.2213684302076,398.2213684302076,-0.22657016400680133
94,29,67,3.59,96,361.13235495172165,False,True,True,False,True,False,False,True,3.1333333333333333,398.2213684302076,398.2213684302076,0.10270199545937723
54,28,83,4.49,32,80.26246462184758,True,False,False,True,False,False,True,False,1.8620689655172413,398.2213684302076,398.2213684302076,3.961489412347438
67,6,15,3.53,123,420.6239113101238,False,False,False,False,False,False,True,False,9.571428571428571,398.2213684302076,398.2213684302076,-0.053260269512825996
23,8,27,4.73,117,520.8926706123274,False,True,False,True,False,False,False,False,2.5555555555555554,398.2213684302076,398.2213684302076,-0.2355020700097689
70,14,16,4.3,53,183.07579104191225,False,True,False,True,False,True,False,False,4.666666666666667,398.2213684302076,398.2213684302076,1.1751721850489845
20,10,70,4.92,65,190.13746358777752,False,False,False,True,True,False,False,False,1.8181818181818181,398.2213684302076,398.2213684302076,1.0943866659206143
95,84,18,3.86,112,522.3021028701461,True,False,False,False,False,False,False,True,1.1176470588235294,398.2213684302076,398.2213684302076,-0.2375650677224772
43,16,40,4.89,106,410.6863449474928,False,True,False,True,False,False,True,True,2.5294117647058822,398.2213684302076,398.2213684302076,-0.03035157285027065
97,55,94,4.62,150,584.9958711291002,True,False,False,True,True,False,False,True,1.7321428571428572,398.2213684302076,398.2213684302076,-0.31927490759618404
32,20,44,3.55,68,301.62262644973293,False,False,False,True,False,False,True,False,1.5238095238095237,398.2213684302076,398.2213684302076,0.32026357941874545
95,25,72,4.16,128,413.5870840445325,True,False,True,False,False,True,False,True,3.6538461538461537,398.2213684302076,398.2213684302076,-0.037152310135174435
47,15,14,4.84,89,273.11810461931896,False,True,False,False,False,False,True,False,2.9375,398.2213684302076,398.2213684302076,0.45805555067563786
25,11,33,3.85,94,247.1745626508575,False,False,False,True,False,False,True,False,2.0833333333333335,398.2213684302076,398.2213684302076,0.6110936504121941
37,22,76,4.72,69,213.4432507972432,False,False,True,False,False,False,False,False,1.608695652173913,398.2213684302076,398.2213684302076,0.8657013840577757
59,39,49,3.78,98,295.79438015283176,True,False,False,False,False,True,False,True,1.475,398.2213684302076,398.2213684302076,0.34627766837373175
42,20,88,4.64,29,145.0698091748401,False,True,False,True,False,False,True,True,2.0,398.2213684302076,398.2213684302076,1.7450326894017336
53,11,2,3.5,81,297.0186264188845,False,False,True,False,False,False,False,True,4.416666666666667,398.2213684302076,398.2213684302076,0.34072860423439294
79,64,91,4.57,164,666.6870291344428,False,False,True,False,False,False,True,False,1.2153846153846153,398.2213684302076,398.2213684302076,-0.40268619152945445
59,23,41,4.97,91,449.5456339145253,False,True,False,False,True,False,False,True,2.4583333333333335,398.2213684302076,398.2213684302076,-0.11416920021533632
40,29,72,4.3,147,624.9860100296204,False,True,True,False,False,False,False,False,1.3333333333333333,398.2213684302076,398.2213684302076,-0.36283154816323904
76,40,77,4.17,28,96.03520851587072,True,False,False,True,False,True,False,False,1.853658536585366,398.2213684302076,398.2213684302076,3.146618459878678
41,26,96,3.91,169,637.7593915947267,False,True,True,False,False,False,True,False,1.5185185185185186,398.2213684302076,398.2213684302076,-0.3755930940751038
83,14,80,4.77,64,295.5887110300315,False,True,True,False,False,False,True,True,5.533333333333333,398.2213684302076,398.2213684302076,0.347214401532908
44,17,15,4.0,98,353.33854512223814,False,False,True,False,True,False,False,False,2.4444444444444446,398.2213684302076,398.2213684302076,0.12702498475631108
91,73,61,4.39,15,62.25429041832141,False,True,False,False,False,False,True,False,1.2297297297297298,398.2213684302076,398.2213684302076,5.3966895414651
54,16,8,4.5,67,266.0685899337195,True,False,True,False,False,False,False,True,3.176470588235294,398.2213684302076,398.2213684302076,0.49668688261703003
59,37,86,4.67,95,340.1282671016029,False,False,False,True,False,False,True,True,1.5526315789473684,398.2213684302076,398.2213684302076,0.1707976282701936
72,43,28,4.87,132,443.258155352454,True,False,False,False,False,False,False,False,1.6363636363636365,398.2213684302076,398.2213684302076,-0.10160396684960195
47,9,49,4.44,96,265.05527443495566,False,False,False,False,True,False,False,False,4.7,398.2213684302076,398.2213684302076,0.5024087684319248
32,22,49,4.65,60,221.4343854791753,False,False,False,True,False,False,True,False,1.391304347826087,398.2213684302076,398.2213684302076,0.7983718633782744
45,13,96,4.84,112,393.2308288248255,False,False,True,False,False,False,True,False,3.2142857142857144,398.2213684302076,398.2213684302076,0.012691119921335677
72,45,82,4.42,40,151.58040412487964,False,True,False,True,False,False,True,True,1.565217391304348,398.2213684302076,398.2213684302076,1.6271296130213018
56,15,34,4.72,78,313.9950046053331,False,True,False,False,False,False,True,True,3.5,398.2213684302076,398.2213684302076,0.2682410948885646
42,22,67,3.81,82,366.1515260551269,False,False,False,True,False,False,False,True,1.826086956521739,398.2213684302076,398.2213684302076,0.08758625894748369
52,14,87,3.54,98,425.97356882411634,True,False,False,True,False,False,False,True,3.466666666666667,398.2213684302076,398.2213684302076,-0.06515005255025012
81,23,39,4.3,143,359.0531279855558,False,True,False,False,True,False,False,False,3.375,398.2213684302076,398.2213684302076,0.10908759008563056
77,25,70,4.27,52,260.34417984860374,False,False,True,False,False,False,False,True,2.9615384615384617,398.2213684302076,398.2213684302076,0.5295958168213426
27,6,2,4.42,86,320.30170917475425,False,True,False,False,False,False,True,False,3.857142857142857,398.2213684302076,398.2213684302076,0.24326957060644636
74,34,18,4.66,140,454.49212153190336,False,False,True,False,False,True,False,True,2.1142857142857143,398.2213684302076,398.2213684302076,-0.12381018379819336
92,69,88,4.69,18,45.11502370436019,False,True,False,True,False,False,False,False,1.3142857142857143,398.2213684302076,398.2213684302076,7.826801711105409
77,34,33,4.13,48,223.6621142931812,False,False,False,False,False,False,True,True,2.2,398.2213684302076,398.2213684302076,0.7804596441765291
66,6,23,4.2,45,173.1577542620492,False,False,True,False,True,False,False,False,9.428571428571429,398.2213684302076,398.2213684302076,1.2997605283535683
77,39,23,4.29,167,592.240499627505,False,True,True,False,False,True,False,False,1.925,398.2213684302076,398.2213684302076,-0.32760193083608347
35,16,31,4.75,113,379.3078104185831,False,True,True,False,False,False,False,True,2.0588235294117645,398.2213684302076,398.2213684302076,0.04986334974424215
48,38,40,3.7,80,360.7111703191874,False,False,False,False,True,False,False,True,1.2307692307692308,398.2213684302076,398.2213684302076,0.10398956616128091
61,18,84,3.93,58,203.49261837786293,False,False,False,False,True,False,False,True,3.210526315789474,398.2213684302076,398.2213684302076,0.9569327457900967
71,21,82,4.88,126,553.5451307734787,True,False,False,True,False,False,False,True,3.227272727272727,398.2213684302076,398.2213684302076,-0.2805981910205486
95,7,40,4.68,95,283.46644254307614,False,False,False,False,True,False,False,False,11.875,398.2213684302076,398.2213684302076,0.4048271987951203
76,44,20,3.56,105,435.14534513079855,True,False,False,False,False,False,False,True,1.6888888888888889,398.2213684302076,398.2213684302076,-0.08485435295071844
32,13,21,4.64,156,685.7681264991488,True,False,True,False,False,False,False,False,2.2857142857142856,398.2213684302076,398.2213684302076,-0.4193060991867171
49,30,57,4.83,154,630.8608868741742,False,False,False,True,True,False,False,False,1.5806451612903225,398.2213684302076,398.2213684302076,-0.3687651640548874
38,17,92,4.41,138,546.1568747653598,False,True,False,True,False,False,False,True,2.111111111111111,398.2213684302076,398.2213684302076,-0.27086632645374714
92,35,46,4.72,45,115.35700254441711,True,False,True,False,False,True,False,False,2.5555555555555554,398.2213684302076,398.2213684302076,2.452077980934675
40,29,26,4.26,152,404.0498951423794,True,False,False,True,False,False,True,False,1.3333333333333333,398.2213684302076,398.2213684302076,-0.014425264756269672
55,42,24,4.49,45,156.03832988580584,True,False,False,True,False,False,False,False,1.2790697674418605,398.2213684302076,398.2213684302076,1.5520740238737465
58,34,19,4.55,131,501.26295506529306,False,False,False,False,False,True,False,True,1.6571428571428573,398.2213684302076,398.2213684302076,-0.20556393723861677
34,5,26,4.85,152,562.4369764527329,False,True,True,False,True,False,False,True,5.666666666666667,398.2213684302076,398.2213684302076,-0.29197157174520505
70,47,3,3.66,53,216.8024750869831,True,False,False,True,False,True,False,True,1.4583333333333333,398.2213684302076,398.2213684302076,0.8367934603626531
51,24,25,4.68,16,120.09069016935676,False,False,False,False,False,False,False,True,2.04,398.2213684302076,398.2213684302076,2.3160053278786195
88,56,11,4.36,60,221.1576532597614,False,False,True,False,False,False,False,False,1.543859649122807,398.2213684302076,398.2213684302076,0.8006221469644348
25,8,83,3.53,121,492.7012709061221,True,False,False,True,True,False,False,False,2.7777777777777777,398.2213684302076,398.2213684302076,-0.19175899892069986
34,19,51,4.2,166,754.2344800100251,False,False,True,False,False,False,True,True,1.7,398.2213684302076,398.2213684302076,-0.472019141282278
40,15,90,3.62,42,211.52772882563164,False,True,True,False,False,False,True,True,2.5,398.2213684302076,398.2213684302076,0.8825965306821445
26,7,58,4.91,161,460.75927538572495,True,False,False,False,False,False,False,False,3.25,398.2213684302076,398.2213684302076,-0.13572793928709026
81,42,88,4.14,47,164.10747354764283,True,False,True,False,False,False,False,False,1.8837209302325582,398.2213684302076,398.2213684302076,1.4265888677799796
80,56,63,4.57,43,213.6962129956236,True,False,False,False,False,False,True,True,1.4035087719298245,398.2213684302076,398.2213684302076,0.8634928661012957
64,19,86,4.68,171,732.9893961300692,False,False,False,False,False,False,True,True,3.2,398.2213684302076,398.2213684302076,-0.45671605819582267
45,18,68,4.07,136,350.6012026111729,False,False,False,False,False,True,False,False,2.3684210526315788,398.2213684302076,398.2213684302076,0.13582430825785521
84,49,32,4.25,53,192.8798062051633,False,True,True,False,False,False,True,True,1.68,398.2213684302076,398.2213684302076,1.0646089202652225
34,16,47,4.12,93,294.11580585015537,False,True,False,True,True,False,False,False,2.0,398.2213684302076,398.2213684302076,0.3539611286075913
67,32,40,4.47,13,82.52418774801069,True,False,True,False,False,False,False,True,2.0303030303030303,398.2213684302076,398.2213684302076,3.8255109113728536
93,23,34,4.23,125,386.169069413996,True,False,False,True,True,False,False,True,3.875,398.2213684302076,398.2213684302076,0.03120990252922303
100,51,56,3.58,89,310.9003272621974,False,True,False,True,False,False,True,False,1.9230769230769231,398.2213684302076,398.2213684302076,0.2808650667465143
35,22,15,4.23,120,373.96284065200393,True,False,False,False,False,True,False,True,1.5217391304347827,398.2213684302076,398.2213684302076,0.06486881888026338
36,13,31,4.71,71,221.55110013131716,False,False,False,True,False,False,True,False,2.5714285714285716,398.2213684302076,398.2213684302076,0.7974244686403043
28,18,100,3.7,127,531.1127009643968,True,False,True,False,False,False,False,False,1.4736842105263157,398.2213684302076,398.2213684302076,-0.25021305702703883
21,9,10,3.88,108,324.9426389036563,False,True,False,False,False,True,False,True,2.1,398.2213684302076,398.2213684302076,0.22551281596589118
26,15,35,5.0,161,493.4068923175674,False,True,True,False,False,True,False,True,1.625,398.2213684302076,398.2213684302076,-0.1929148647281083
97,21,59,3.87,174,778.6333560141928,True,False,True,False,True,False,False,True,4.409090909090909,398.2213684302076,398.2213684302076,-0.4885636925847949
26,15,10,3.71,171,720.1572085631501,False,True,False,True,False,True,False,True,1.625,398.2213684302076,398.2213684302076,-0.44703550322750424
91,56,17,4.66,10,38.23523523879646,False,True,False,False,False,False,True,False,1.5964912280701755,398.2213684302076,398.2213684302076,9.415036443299844
65,48,12,4.37,140,573.5891064527985,False,False,False,True,False,False,False,True,1.3265306122448979,398.2213684302076,398.2213684302076,-0.3057375672754731
88,28,22,4.99,154,682.016246966075,False,True,False,False,False,False,True,True,3.0344827586206895,398.2213684302076,398.2213684302076,-0.41611160994817764
82,13,32,3.58,148,516.4367273015673,True,False,False,False,False,False,True,False,5.857142857142857,398.2213684302076,398.2213684302076,-0.2289057935306937
65,40,48,3.59,121,492.5196024192815,False,True,False,True,True,False,False,False,1.5853658536585367,398.2213684302076,398.2213684302076,-0.1914608749090923
41,6,56,4.32,11,49.234784001519046,False,True,False,True,False,False,True,False,5.857142857142857,398.2213684302076,398.2213684302076,7.088211952304314
85,36,64,4.32,152,506.6928860981053,False,False,False,True,True,False,False,False,2.2972972972972974,398.2213684302076,398.2213684302076,-0.21407744344548701
35,13,80,3.8,93,304.3133394836575,False,False,False,True,False,False,False,False,2.5,398.2213684302076,398.2213684302076,0.30858991954111564
83,29,78,4.42,23,111.179341237614,False,True,False,True,False,False,False,True,2.7666666666666666,398.2213684302076,398.2213684302076,2.581792840264483
91,31,12,4.39,39,163.21458328772866,False,True,True,False,False,False,True,False,2.84375,398.2213684302076,398.2213684302076,1.4398638921142777
44,28,31,4.92,132,402.856989480614,False,False,True,False,False,False,True,True,1.5172413793103448,398.2213684302076,398.2213684302076,-0.011506865144335543
96,12,15,4.97,90,289.2351908680133,True,False,False,False,False,False,True,False,7.384615384615385,398.2213684302076,398.2213684302076,0.37680815130109085
77,46,97,4.2,25,150.53929481479082,True,False,True,False,False,False,False,True,1.6382978723404256,398.2213684302076,398.2213684302076,1.6452984844929766
91,80,74,4.74,46,194.93555934032696,False,False,False,False,False,False,True,False,1.123456790123457,398.2213684302076,398.2213684302076,1.042835949366095
93,42,75,4.66,160,674.6485035775572,False,False,False,True,False,True,False,False,2.1627906976744184,398.2213684302076,398.2213684302076,-0.40973504525912247
41,9,73,3.51,150,551.5572340398235,False,False,False,True,False,True,False,False,4.1,398.2213684302076,398.2213684302076,-0.27800535673609666
61,44,69,4.54,52,132.2147645898824,True,False,True,False,False,False,False,False,1.3555555555555556,398.2213684302076,398.2213684302076,2.011928128189407
83,10,28,3.91,23,70.11182411078714,False,True,False,False,False,False,False,False,7.545454545454546,398.2213684302076,398.2213684302076,4.679803278273838
59,22,79,4.38,93,346.2847096470098,False,False,True,False,False,True,False,True,2.5652173913043477,398.2213684302076,398.2213684302076,0.14998253557351743
42,31,62,4.95,13,102.04473025177862,True,False,False,False,False,False,True,True,1.3125,398.2213684302076,398.2213684302076,2.9024197275808534
81,16,73,4.89,125,494.1401793052489,True,False,True,False,False,False,True,False,4.764705882352941,398.2213684302076,398.2213684302076,-0.1941125512398147
72,19,89,4.74,45,183.658314681842,False,False,False,False,False,True,False,True,3.6,398.2213684302076,398.2213684302076,1.1682730189485893
43,9,2,4.12,126,436.5576476487414,False,False,False,True,False,True,False,False,4.3,398.2213684302076,398.2213684302076,-0.08781492988385255
74,33,82,4.13,10,31.362081322241885,False,True,False,True,False,False,False,False,2.176470588235294,398.2213684302076,398.2213684302076,11.697542753573256
68,45,65,4.19,112,323.4791093139413,False,False,False,True,True,False,False,False,1.4782608695652173,398.2213684302076,398.2213684302076,0.23105745306021536
36,13,84,4.88,140,505.3840569466695,False,True,False,True,True,False,False,True,2.5714285714285716,398.2213684302076,398.2213684302076,-0.21204208372519007
51,5,0,4.59,92,320.8576215627125,False,True,False,False,False,False,False,True,8.5,398.2213684302076,398.2213684302076,0.24111550316523844
63,23,48,4.09,49,214.5660524456202,False,True,False,True,True,False,False,False,2.625,398.2213684302076,398.2213684302076,0.855938364393096
96,29,84,3.65,176,758.5015334295354,False,True,True,False,False,False,True,False,3.2,398.2213684302076,398.2213684302076,-0.47498936932972957
94,59,84,4.38,175,665.7295341217325,True,False,True,False,False,True,False,True,1.5666666666666667,398.2213684302076,398.2213684302076,-0.4018270964115128
74,32,2,4.7,38,171.06636292972274,True,False,True,False,True,False,False,True,2.242424242424242,398.2213684302076,398.2213684302076,1.3278765130103594
91,13,32,3.6,160,647.3526381087524,False,False,False,True,False,True,False,True,6.5,398.2213684302076,398.2213684302076,-0.3848463032550304
69,12,42,4.34,158,608.1282399929386,True,False,True,False,False,False,False,True,5.3076923076923075,398.2213684302076,398.2213684302076,-0.34516876171573346
51,20,57,3.68,67,246.92292493661097,False,False,False,True,False,False,True,False,2.4285714285714284,398.2213684302076,398.2213684302076,0.6127355065652058
45,17,10,4.93,148,430.0665305032927,False,False,False,False,False,False,True,True,2.5,398.2213684302076,398.2213684302076,-0.07404705973240416
92,34,98,3.99,140,396.6387527092545,True,False,True,False,False,False,True,False,2.6285714285714286,398.2213684302076,398.2213684302076,0.003990068318193725
69,36,55,4.74,109,436.0114486061054,True,False,False,False,False,True,False,False,1.864864864864865,398.2213684302076,398.2213684302076,-0.08667221995364971
56,14,30,3.67,48,202.9454568505992,True,False,False,True,False,False,True,False,3.7333333333333334,398.2213684302076,398.2213684302076,0.9622088348760779
43,26,59,4.91,175,731.7816872483901,False,False,True,False,False,False,False,False,1.5925925925925926,398.2213684302076,398.2213684302076,-0.4558194399103096
86,48,37,4.15,84,216.05054809363543,False,True,False,True,False,False,True,False,1.7551020408163265,398.2213684302076,398.2213684302076,0.8431861059552603
61,34,82,3.99,10,83.86835620425342,False,True,False,False,False,False,True,True,1.7428571428571429,398.2213684302076,398.2213684302076,3.7481718547145153
50,36,18,4.61,145,572.2420492964254,True,False,False,False,False,False,True,False,1.3513513513513513,398.2213684302076,398.2213684302076,-0.3041032742703497
73,34,95,4.31,21,118.8070474355678,False,True,True,False,False,True,False,True,2.085714285714286,398.2213684302076,398.2213684302076,2.3518328838714178
76,7,76,4.35,72,245.8935711917164,False,True,False,False,False,True,False,False,9.5,398.2213684302076,398.2213684302076,0.6194867010968962
87,41,87,4.36,87,387.1117403297744,False,True,True,False,False,False,True,False,2.0714285714285716,398.2213684302076,398.2213684302076,0.02869876302632681
53,33,40,3.8,139,507.9505746530285,False,False,True,False,False,True,False,True,1.5588235294117647,398.2213684302076,398.2213684302076,-0.21602339223215744
71,8,57,3.68,75,249.302974601016,True,False,False,True,False,False,True,False,7.888888888888889,398.2213684302076,398.2213684302076,0.5973390171838916
32,5,80,3.55,14,45.91711193197189,False,False,False,False,False,False,True,False,5.333333333333333,398.2213684302076,398.2213684302076,7.672613578575872
91,30,34,3.69,96,424.6120578300381,True,False,False,False,False,False,False,False,2.935483870967742,398.2213684302076,398.2213684302076,-0.06215247285887036
47,37,64,3.75,31,85.97357530080251,True,False,False,False,False,True,False,False,1.236842105263158,398.2213684302076,398.2213684302076,3.631904245425634
23,13,42,4.55,87,328.9669925908357,False,False,False,True,False,False,True,False,1.6428571428571428,398.2213684302076,398.2213684302076,0.2105207434154632
57,20,92,3.74,53,172.62943414987132,False,False,True,False,False,True,False,False,2.7142857142857144,398.2213684302076,398.2213684302076,1.3067987819764537
48,17,2,4.09,85,261.9435328532634,True,False,False,True,True,False,False,False,2.6666666666666665,398.2213684302076,398.2213684302076,0.5202565380886303
22,5,39,4.92,56,199.0416803252397,False,True,False,False,True,False,False,False,3.6666666666666665,398.2213684302076,398.2213684302076,1.0006933612070732
60,19,37,4.22,68,232.2834549147445,False,True,False,True,True,False,False,False,3.0,398.2213684302076,398.2213684302076,0.7143768099039495
94,42,0,4.23,36,185.311838106628,False,False,True,False,False,True,False,True,2.186046511627907,398.2213684302076,398.2213684302076,1.1489256838576711
43,6,34,4.4,24,153.76143970087224,True,False,False,True,False,True,False,True,6.142857142857143,398.2213684302076,398.2213684302076,1.589864983086189
97,18,53,4.25,26,126.4771352873347,True,False,True,False,False,False,True,True,5.105263157894737,398.2213684302076,398.2213684302076,2.148564106275145
47,17,7,4.8,173,609.5038276051239,False,False,False,True,False,True,False,False,2.611111111111111,398.2213684302076,398.2213684302076,-0.346646648643852
39,28,72,3.76,87,287.1624375675698,False,True,False,True,False,False,False,True,1.3448275862068966,398.2213684302076,398.2213684302076,0.3867460236212316
50,39,94,3.81,139,406.32480651562713,True,False,True,False,True,False,False,True,1.25,398.2213684302076,398.2213684302076,-0.019943252185140457
35,17,78,4.4,61,249.03711265544783,False,True,True,False,True,False,False,True,1.9444444444444444,398.2213684302076,398.2213684302076,0.5990442716911907
28,8,69,3.86,175,620.9016915662245,True,False,True,False,True,False,False,True,3.111111111111111,398.2213684302076,398.2213684302076,-0.358640226239851
51,32,98,4.44,51,267.0607016773296,False,False,True,False,False,True,False,True,1.5454545454545454,398.2213684302076,398.2213684302076,0.4911267960021692
54,12,84,4.98,172,715.7547930992089,True,False,False,True,True,False,False,True,4.153846153846154,398.2213684302076,398.2213684302076,-0.4436343671470026
65,10,77,4.36,170,430.385487919734,False,True,True,False,False,False,False,False,5.909090909090909,398.2213684302076,398.2213684302076,-0.07473328072698618
61,26,21,3.85,126,604.273047008686,False,False,False,False,False,True,False,True,2.259259259259259,398.2213684302076,398.2213684302076,-0.34099101324887754
46,9,67,4.22,47,243.5250631593867,True,False,False,True,True,False,False,True,4.6,398.2213684302076,398.2213684302076,0.6352377174811467
73,50,7,4.22,45,176.2144067384048,False,True,True,False,False,False,True,False,1.4313725490196079,398.2213684302076,398.2213684302076,1.2598683944234952
86,49,99,3.51,130,471.4796320940979,False,True,True,False,False,False,True,False,1.72,398.2213684302076,398.2213684302076,-0.15537948763239348
75,7,100,4.13,134,453.3769493913552,True,False,False,False,False,True,False,False,9.375,398.2213684302076,398.2213684302076,-0.12165501804887151
